"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"185","24795","PB12S443","PBW","Street Reconstruction","Spring Grove from Alpha to Coit","Under Award - Design","Dhiyaa Tohme","214-948-4263","dhiyaa.tohme@dallascityhall.com","$2,255,500.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 11:04:38 AM","09/10/2014","12/02/2016","03/05/2017","04/25/2017","06/26/2018","11","Public Works - Street"
"186","24794","PB12S442","PBW","Street Reconstruction","Southview Ln From Coit Rd To Blossomheath Ln","Under Award - Construction","Marco Bravo","214-948-4228","wilson.kakembo@dallascityhall.com","$481,900.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 11:04:39 AM","09/25/2013","02/25/2015","05/27/2014","10/26/2015","12/31/2016","11","Public Works - Street"
"187","24793","PB12S441","PBW","Street Reconstruction","Red Fern Ln From Coit Rd To Blossomheath Ln","Under Award - Construction","Marco Bravo","214-948-4228","wilson.kakembo@dallascityhall.com","$601,200.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 11:04:39 AM","09/25/2013","02/25/2015","05/27/2015","10/26/2015","12/31/2016","11","Public Works - Street"
"188","24854","PB12S479","PBW","Street Resurfacing","Churchill Way from Whitley to Preston","Remaining to-be-awarded","Mathew Ittoop",,,"$119,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 30 10:09:09 AM",,,"04/12/2017",,"12/31/2017","11","Public Works - Street"
"189","24798","PB12S446","PBW","Street Reconstruction","Trails End from Berry Trl to Arapaho Rd","Under Award - Construction","Marco Bravo","214-948-4228","wilson.kakembo@dallascityhall.com","$1,427,500.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 11:04:38 AM","09/25/2013","02/25/2015","05/27/2015","10/26/2015","12/31/2016","11","Public Works - Street"
"190","24781","PB12S429","PBW","Street Reconstruction","Berry Trail from Preston Rd to Copperhill Dr","Under Award - Construction","Marco Bravo","214-948-4228","wilson.kakembo@dallascityhall.com","$753,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 11:04:39 AM","09/25/2013","02/25/2015","05/27/2015","10/26/2015","12/31/2016","11","Public Works - Street"
"191","24857","PB12S482","PBW","Street Resurfacing","Clodus Fields Rd from Merit Rd to Coit Rd","Remaining to-be-awarded","Mathew Ittoop",,,"$171,100.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Jul 13 12:45:16 PM",,,"04/12/2017","06/01/2017","12/30/2017","11","Public Works - Street"
"192","24576","PB12S218","PBW","Alley Reconstruction","Azalea Ln (7107-7239) And Currin Dr (7106-7238) A8773","Under Award - Design","Marco Bravo","214-948-5350","horacio.pizzarello@dallascityhall.com","$258,700.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 12 01:52:42 PM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","11","Public Works - Alley"
"193","24606","PB12S247","PBW","Alley Reconstruction","Delmeta Dr (6811-6957) And Quarterway Dr (6810-6950) A9242","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$296,800.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:16 AM","12/11/2013","02/25/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"194","24625","PB12S266","PBW","Alley Reconstruction","Knollview Dr (14810-14856) And Tophill Cir (7105-7115) A9244","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$143,500.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","12/11/2013","02/27/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"195","24634","PB12S275","PBW","Alley Reconstruction","Lafayette Way (6207-6263) And Prestoncrest Ln (6206-6262) A8878","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$183,800.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","12/11/2013","02/27/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"196","24650","PB12S291","PBW","Alley Reconstruction","Midbury Dr (7806-7848) And Northaven Rd (7807-7847) A8756","Under Award - Design","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$129,000.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","06/10/2016","12/14/2016","03/05/2017","12/28/2017","11","Public Works - Alley"
"197","24594","PB12S236","PBW","Alley Reconstruction","Churchill Way (6824-6838) And Hillcrest Rd (12361-12361) A8884","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$90,700.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 08 08:09:16 AM","12/11/2013","02/25/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"198","24643","PB12S284","PBW","Alley Reconstruction","Marbrook Dr (12109-12323) And Madeleine Cir (12104-12136) A8887","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$290,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","12/11/2013","02/27/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"199","24577","PB12S219","PBW","Alley Reconstruction","Baxtershire Dr (7110-7250) And Eudora Dr (7109-7239) A8730","Under Award - Design","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$273,400.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 12 05:29:35 PM","09/25/2013","06/10/2016","12/14/2016","03/28/2017","12/28/2017","11","Public Works - Alley"
"200","24640","PB12S281","PBW","Alley Reconstruction","Lavendale Ave (6908-7048) And Royal Ln (6907-7047) A8781","Under Award - Design","Marco Bravo","214-948-5350",,"$295,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","11","Public Works - Alley"
"201","24765","PB12S413","PBW","Sidewalk Improvements","Hughes Lane from Lafayette Way to the alley north of Linden Ln","Under Award - Design","Dhiyaa Tohme","214-948-4263",,"$137,800.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:56:15 AM","09/10/2014","05/02/2016","08/05/2016","09/25/2016","11/26/2017","11","Public Works - Other"
"202","24600","PB12S242","PBW","Alley Reconstruction","Crest Brook Dr (11311-11439) And Parkchester Dr (11402-11468) A8905","Under Award - Design","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$343,700.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 12 05:29:48 PM","09/25/2013","06/10/2016","12/14/2016","03/28/2017","12/28/2017","11","Public Works - Alley"
"203","24832","PB12S605","PBW","Target Neighborhood","Hughes Lane from Churchill Way to Lafayette Way","Under Award - Design","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$814,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Sep 06 12:37:10 PM","12/11/2013","09/30/2016","12/14/2016","01/23/2017","11/30/2017","11","Public Works - Other"
"274","24905","PB12S530","PBW","Street Resurfacing","Norcross from Webb Chapel to Cromwell","Under Award - Construction","Mathew Ittoop",,,"$294,500.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:42:38 PM",,,"04/13/2016","06/30/2016","02/28/2017","13","Public Works - Street"
"204","24638","PB12S279","PBW","Alley Reconstruction","Lavendale Ave (6404-6474) And Royal Ln (6405-6475) A8967","Under Award - Design","Marco Bravo","214-948-5350",,"$229,200.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","11","Public Works - Alley"
"205","24639","PB12S280","PBW","Alley Reconstruction","Lavendale Ave (6405-6441) And Royalton Dr (6456-6480) A8952","Under Award - Design","Marco Bravo","214-948-5350",,"$156,900.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","11","Public Works - Alley"
"206","24672","PB12S314","PBW","Street Reconstruction Thoroughfares","Hillcrest Rd from Wester Way to McKamy","Under Award - Construction","Vincent Lewis","214-948-4244","vincent.lewis@dallascityhall.com","$615,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","12/10/2014","05/13/2015","06/18/2015","12/31/2016","12","Public Works - Street"
"207","24761","PB12S409","PBW","Complete Street","Meadowcreek Drive Arapaho to Campbell - pedestrian and traffic calming improvements","Remaining to-be-awarded","Dhiyaa Tohme","214-948-4263",,"$271,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:56:15 AM","12/04/2016","07/30/2017","12/12/2017",,"11/30/2018","12","Public Works - Street"
"208","24573","PB12S215","PBW","Alley Reconstruction","Amberwood Rd (16101-16239) And Wickerwood Dr (6401-6535) A9726","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$347,000.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 08 04:46:49 PM","09/25/2013","10/26/2015","01/27/2016","08/01/2016","09/30/2017","12","Public Works - Alley"
"209","24596","PB12S238","PBW","Alley Reconstruction","Clearhaven Dr (7206-7246) And Alto Caro Dr (7249-7279) A9160","Under Award - Construction","Liong So","214-948-4570","lion.so@dallascityhall.com","$125,100.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 08 04:49:14 PM","09/25/2013","07/19/2015","10/28/2015","05/16/2016","06/30/2017","12","Public Works - Alley"
"210","24657","PB12S298","PBW","Alley Reconstruction","Rustic Valley Dr (7238-7420) And Echo Bluff Dr (7104-7132) A9142","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$409,600.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","10/26/2015","01/27/2016","08/01/2016","09/30/2017","12","Public Works - Alley"
"211","24608","PB12S249","PBW","Alley Reconstruction","Earthwind Dr (17101-17409) And Campbell Rd (6001-6101) A9582","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$508,200.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
"212","24621","PB12S262","PBW","Alley Reconstruction","Indian Springs Rd (7609-7679) And Tophill Ln (7614-7652) A9319","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$177,000.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","06/22/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"213","24590","PB12S232","PBW","Alley Reconstruction","Chattington Dr (7403-7439) And Meandering Pl (15105-15115) A9290","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$180,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 08 09:01:12 AM","09/25/2013","06/22/2015","09/22/2015","03/14/2016","12/30/2017","11","Public Works - Alley"
"214","24607","PB12S248","PBW","Alley Reconstruction","Duffield Dr (6321-6415) And Earthwind Dr (17134-17222) A9589","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$136,500.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
